Group;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
Moderate;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Average;Active;Average;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;;
Moderate;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;
Moderate;Average;Active;Active;Average;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active
Moderate;Active;Average;Average;Average;Disengaged;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average
Moderate;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Average;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active
Moderate;Active;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Active;Active;Average;Average;Disengaged;Average;Average;Average
Moderate;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;
Moderate;Average;Average;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Active;Active;Average;Average;Active;Active;Active;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active
Moderate;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;
Moderate;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;;
Moderate;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;;
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active
Moderate;Average;Disengaged;Average;Average;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Disengaged;Disengaged;Disengaged
Moderate;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;;
Moderate;Average;Average;Average;Average;Disengaged;Disengaged;Average;Average;Average;Disengaged;Average;Active;Active;Active;Average;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active
Moderate;Active;Average;Average;Average;Average;Average;Average;Disengaged;Average;Average;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active
Moderate;Disengaged;Average;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;
Moderate;Average;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Average;Average;Average;Average;Average;Average;Average;Average;Average;Average;Average;Active;Active;Active
Moderate;Average;Average;Average;Active;Active;Active;Active;Disengaged;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Average
Moderate;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Active;Disengaged;Disengaged;Disengaged
Moderate;Disengaged;Disengaged;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Disengaged;Average
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Disengaged;Average;Average;Average;Average;Disengaged
Moderate;Average;Average;Average;Average;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active
Moderate;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Average;Average;;
Moderate;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Average;Average;
Moderate;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;
Moderate;Average;Average;Average;Average;Average;Average;Active;Active;Active;Average;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active
Moderate;Disengaged;Active;Active;Active;Active;Active;Average;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average
Moderate;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Active;Active;Average;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Average;Active;Active;Average;Average;Average;Average;Active;Active;Active;Disengaged;
Moderate;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Average;Average;
Moderate;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;;
Moderate;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active;Average;Average;Average;Disengaged;Average;Active;Active;Active;Active;;
Moderate;Average;Average;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active
Moderate;Average;Average;Average;Average;Average;Active;Active;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Average;Average;Active;Active;
Moderate;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Active;Disengaged;Average;Average;Average;Active;Active;Average;Average;Active
Moderate;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Moderate;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Average;Active;;
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Average;Disengaged;Average;Active;Active;Average;Disengaged;Disengaged;Disengaged;Average;Average
Moderate;Disengaged;Disengaged;Active;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Average;Average;Average;Active;Active;Active;Average;Average;Average;Disengaged;;
Moderate;Active;Average;Active;Active;Active;Average;Average;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Average;Average;Average;Disengaged
Moderate;Average;Average;Active;Active;Average;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Average;Average;Average;Average;Average;Average
Moderate;Average;Average;Active;Active;Active;Active;Average;Average;Average;Average;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged
Moderate;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Active;Average;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Average;Average;Average;Average;Average;Active;;
Moderate;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Average;Average;Average
Moderate;Active;Average;Average;Average;Average;Active;Active;Average;Average;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Average;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged
Moderate;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Average
Moderate;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active
Moderate;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Average;Average
Moderate;Average;Active;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged
Moderate;Average;Active;Active;Active;Active;Average;Average;Active;Average;Average;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;
Moderate;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Average
Moderate;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;;
Moderate;Average;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;
Moderate;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Average;Average;Average;Average;Average
Moderate;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged
Moderate;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Average;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged
